"ESTABLISHMENT DATA
 SEASONALLY ADJUSTED
 Table 3.  Employees on nonfarm payrolls by state and selected industry sector, seasonally adjusted",,,,,,,,,,,,
[In thousands],,,,,,,,,,,,
,"Apr.
2019","Feb.
2020","Mar.
2020","Apr.
2020(p)","Apr.
2019","Feb.
2020","Mar.
2020","Apr.
2020(p)","Apr.
2019","Feb.
2020","Mar.
2020","Apr.
2020(p)"
,,,,,,,,,,,,
Alabama,382.7,384.7,382.8,367.6,96.1,96.7,96.1,93.4,249.6,251.8,250.8,218.6
Alaska,64.6,65.9,65.9,60.2,11.6,11.9,11.6,10.8,27.9,27.2,27.3,25.4
Arizona,540.8,552.4,554.6,497.9,228.4,232.4,230.6,228.9,440.7,448.5,445.0,412.9
Arkansas,252.2,253.3,252.8,240.7,62.8,62.0,62.1,61.3,145.2,147.0,147.8,136.7
California,3047.0,3063.9,3055.0,2666.3,838.1,851.7,852.9,821.6,2713.5,2743.2,2718.9,2476.1
,,,,,,,,,,,,
Colorado,474.8,480.6,477.5,435.7,173.3,175.2,175.7,170.2,435.6,450.1,453.2,424.7
Connecticut,291.8,293.7,291.8,241.4,123.8,124.3,123.0,120.4,219.6,222.5,224.1,197.8
Delaware,81.3,82.7,82.7,69.9,47.9,47.6,47.3,47.1,63.3,65.4,64.9,55.8
District of Columbia,33.1,34.2,34.4,28.0,29.8,29.9,29.9,29.3,169.9,173.4,174.4,169.4
Florida,1796.9,1821.4,1816.1,1651.8,588.0,596.4,596.9,570.9,1388.0,1409.1,1398.0,1270.6
,,,,,,,,,,,,
Georgia,941.3,954.4,953.3,911.7,249.5,252.1,251.9,238.2,716.3,715.7,708.0,636.4
Hawaii,123.6,123.1,122.3,106.2,30.0,29.5,29.4,27.8,73.5,74.5,74.1,67.5
Idaho,144.6,146.1,147.2,139.3,36.6,37.1,37.3,37.2,95.6,99.9,99.5,94.4
Illinois,1206.0,1203.7,1195.8,1096.0,410.7,412.7,410.6,402.1,947.3,932.9,921.3,827.5
Indiana,601.1,601.8,598.9,557.0,141.7,143.0,141.6,139.2,345.4,343.1,342.0,301.5
,,,,,,,,,,,,
Iowa,310.6,307.3,307.4,284.7,109.9,110.1,110.5,107.5,139.6,137.2,136.3,122.4
Kansas,267.7,267.7,266.7,255.6,77.3,78.5,77.3,76.7,179.4,179.1,177.4,166.1
Kentucky,403.7,399.6,396.6,354.3,93.3,92.5,92.7,90.9,215.3,220.5,219.8,184.5
Louisiana,380.2,378.0,375.9,337.9,92.1,92.7,92.7,88.1,216.6,217.1,213.0,196.2
Maine,118.9,118.4,117.5,103.5,32.7,33.3,33.3,32.3,69.6,68.2,67.3,61.9
,,,,,,,,,,,,
Maryland,468.2,472.1,471.6,416.5,144.0,143.9,143.2,133.9,462.3,473.2,468.3,427.4
Massachusetts,578.3,581.2,577.3,464.6,223.9,226.0,226.4,219.7,601.2,602.3,604.0,558.4
Michigan,794.2,804.8,804.7,645.4,223.2,228.8,229.5,215.2,655.4,658.1,655.4,512.0
Minnesota,529.8,528.4,526.6,488.5,192.6,191.3,190.5,187.0,384.2,383.5,380.7,355.0
Mississippi,231.8,231.7,230.8,216.9,44.7,44.5,44.1,43.3,107.8,105.1,106.0,94.0
,,,,,,,,,,,,
Missouri,543.0,542.9,540.3,497.7,174.9,176.2,175.3,170.9,383.1,386.2,384.6,355.1
Montana,94.4,95.8,95.5,87.3,25.8,26.8,27.6,26.8,42.7,44.1,44.4,41.0
Nebraska,198.9,199.0,196.4,181.8,74.8,76.3,75.9,75.6,119.3,122.5,121.1,112.8
Nevada,259.7,258.6,254.6,219.8,68.6,69.7,68.4,67.6,194.8,200.0,197.8,158.8
New Hampshire,139.9,138.8,139.5,116.9,34.8,35.0,34.7,34.5,83.3,84.7,83.9,76.3
,,,,,,,,,,,,
New Jersey,885.2,894.6,889.8,732.3,252.7,253.5,250.6,237.8,685.9,690.3,680.2,590.1
New Mexico,136.8,138.3,138.6,127.2,35.5,36.4,35.8,32.9,110.9,111.7,110.9,104.6
New York,1558.7,1545.7,1536.1,1196.0,728.9,724.1,707.3,690.1,1375.4,1393.9,1391.8,1179.6
North Carolina,846.8,849.2,841.1,777.9,249.8,259.5,259.9,251.0,647.8,648.5,646.4,590.7
North Dakota,94.3,92.8,93.0,86.9,24.7,25.3,25.3,25.0,32.7,33.3,33.0,32.3
,,,,,,,,,,,,
Ohio,1022.7,1026.8,1018.6,902.7,309.4,307.3,306.1,293.6,737.8,732.6,729.2,628.2
Oklahoma,300.4,303.1,302.9,284.4,79.6,79.5,79.2,79.5,194.5,192.5,190.4,168.7
Oregon,355.8,359.9,358.2,328.6,103.1,104.0,103.6,98.0,252.8,254.9,254.4,235.2
Pennsylvania,1125.4,1129.1,1129.1,940.2,329.0,334.3,336.1,329.0,814.2,821.4,815.4,739.3
Rhode Island,77.2,78.5,78.1,66.5,35.2,35.8,35.6,33.9,68.1,68.4,67.3,57.2
,,,,,,,,,,,,
South Carolina,406.4,410.2,408.7,380.8,104.2,104.0,103.4,98.5,297.1,305.4,303.8,263.1
South Dakota,85.9,86.4,85.9,80.3,29.0,29.1,29.0,29.0,33.0,33.6,33.5,33.4
Tennessee,635.9,653.6,652.0,612.6,171.5,174.2,176.9,169.7,425.6,429.9,429.7,383.4
Texas,2503.0,2548.6,2541.6,2367.7,796.4,812.8,816.2,800.3,1781.0,1843.1,1835.8,1687.2
Utah,290.7,295.1,296.3,274.0,89.4,91.2,91.2,86.1,223.9,223.9,224.7,216.3
,,,,,,,,,,,,
Vermont,54.2,53.7,52.9,43.3,12.3,11.9,12.0,11.1,29.0,29.6,29.0,23.8
Virginia,660.4,662.0,660.8,611.7,211.3,217.4,219.3,214.2,763.4,777.4,773.9,730.2
Washington,641.5,655.2,653.3,585.5,159.9,160.5,159.0,151.4,432.9,447.2,446.6,411.3
West Virginia,128.2,125.7,125.3,111.1,29.2,29.3,29.3,26.7,69.3,68.5,68.2,63.4
Wisconsin,535.8,532.7,531.3,478.3,154.3,155.7,154.9,152.2,328.0,329.4,319.5,288.9
Wyoming,52.2,51.6,52.0,49.9,11.2,11.3,11.3,11.0,19.1,18.8,18.3,17.7
,,,,,,,,,,,,
Puerto Rico,174.2,174.6,173.8,148.9,43.9,45.0,44.8,43.3,123.3,123.8,121.1,108.9
Virgin Islands(1),6.9,7.1,7.0,6.0,–,–,–,–,–,–,–,–
,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,
"(1) Missing series (denoted by '-')  are not published seasonally adjusted because the seasonal component, which is small relative to the trend-cycle and irregular components, cannot be separated with sufficient precision.",,,,,,,,,,,,
(p) Preliminary,,,,,,,,,,,,
NOTE: Data are counts of jobs by place of work. Estimates are currently estimated from 2019 benchmark levels. Estimates subsequent to the current benchmarks are preliminary and will be revised when new information becomes available.,,,,,,,,,,,,
,,,,,,,,,,,,
State,Education and health services,,,,Leisure and hospitality,,,,Government,,,
,"Apr.
2019","Feb.
2020","Mar.
2020","Apr.
2020(p)","Apr.
2019","Feb.
2020","Mar.
2020","Apr.
2020(p)","Apr.
2019","Feb.
2020","Mar.
2020","Apr.
2020(p)"
,,,,,,,,,,,,
Alabama,247.4,252.0,249.1,221.8,209.1,209.9,205.5,121.6,390.1,395.1,395.6,389.0
Alaska,50.9,51.1,50.0,45.5,35.9,36.7,34.4,17.3,80.2,79.2,79.4,73.0
Arizona,456.7,477.4,474.4,437.6,328.7,338.4,325.7,202.2,419.4,426.8,426.5,415.4
Arkansas,193.2,197.6,194.4,174.6,120.2,120.0,115.6,79.7,211.7,210.4,210.5,204.0
California,2786.7,2853.8,2828.5,2548.1,2028.9,2055.3,1960.4,1094.2,2601.2,2631.8,2633.5,2532.5
,,,,,,,,,,,,
Colorado,345.1,351.5,348.6,304.8,342.8,345.3,333.0,184.9,452.6,462.3,464.7,452.6
Connecticut,338.2,344.0,339.3,294.1,158.6,157.9,144.6,72.1,235.9,237.3,235.1,215.2
Delaware,81.0,81.8,81.1,67.5,53.0,53.4,49.5,23.0,66.3,68.4,67.9,65.8
District of Columbia,130.9,129.2,128.2,120.1,81.6,81.9,78.6,34.6,238.1,239.7,239.7,239.5
Florida,1331.9,1363.7,1358.5,1241.3,1252.4,1280.0,1211.5,732.2,1121.0,1130.3,1130.7,1100.1
,,,,,,,,,,,,
Georgia,603.9,629.4,625.1,572.6,497.7,508.0,493.3,286.6,689.7,692.3,689.8,674.2
Hawaii,86.5,88.2,87.6,82.7,126.2,127.2,125.8,55.8,125.9,126.7,127.0,114.3
Idaho,110.2,111.7,109.7,95.7,82.2,84.6,82.5,47.6,126.5,129.3,128.8,123.5
Illinois,936.0,949.9,945.7,858.9,621.5,623.5,596.3,301.0,822.3,834.1,835.4,786.4
Indiana,479.9,487.2,485.1,430.9,313.9,314.3,302.7,186.7,425.2,433.6,431.8,409.9
,,,,,,,,,,,,
Iowa,235.3,234.7,233.6,215.9,144.1,146.3,142.2,73.7,261.1,261.6,261.5,237.0
Kansas,201.3,204.4,201.7,181.8,130.2,132.9,127.4,77.2,259.7,260.3,260.8,252.0
Kentucky,281.9,287.3,285.5,250.1,202.0,206.7,194.5,112.4,311.0,311.6,310.9,294.9
Louisiana,319.8,323.3,314.3,285.2,237.3,243.2,226.7,128.5,331.3,332.2,332.4,321.7
Maine,128.8,130.0,128.6,110.8,69.4,69.9,66.7,27.3,100.9,101.6,100.9,96.2
,,,,,,,,,,,,
Maryland,474.0,474.4,472.5,421.1,283.2,289.8,272.6,152.6,506.4,504.4,504.4,492.1
Massachusetts,810.4,819.5,813.4,727.5,375.6,382.5,354.3,138.1,456.2,458.1,458.9,433.0
Michigan,680.7,683.5,676.3,567.0,435.2,435.3,416.6,179.9,611.6,617.3,617.1,582.9
Minnesota,550.1,549.2,544.7,491.0,274.2,280.4,269.2,122.8,426.0,427.3,426.4,401.3
Mississippi,146.1,148.6,147.9,134.3,136.1,139.8,136.7,84.2,241.4,243.8,241.0,235.5
,,,,,,,,,,,,
Missouri,482.8,483.6,479.7,461.3,308.2,310.6,290.3,156.0,436.0,437.0,436.5,423.0
Montana,78.9,80.1,79.1,73.1,67.1,67.1,66.4,34.2,90.5,91.2,91.5,87.5
Nebraska,156.9,159.5,159.8,149.6,93.7,96.1,92.4,59.4,173.3,173.8,174.0,167.5
Nevada,143.9,146.4,145.0,128.7,356.4,354.4,338.5,216.3,164.5,166.8,167.1,158.1
New Hampshire,124.6,125.4,123.3,109.9,73.6,73.3,70.2,27.9,90.2,91.3,88.9,82.6
,,,,,,,,,,,,
New Jersey,716.0,730.6,721.0,607.9,394.2,404.0,379.5,143.0,604.9,607.9,587.4,579.8
New Mexico,140.6,143.9,143.1,130.5,99.6,98.5,95.8,55.8,187.4,189.9,190.4,184.2
New York,2134.0,2174.6,2155.0,1911.8,964.4,967.4,902.0,324.3,1487.4,1488.7,1490.9,1428.2
North Carolina,625.8,624.5,620.1,556.9,513.8,535.8,512.1,262.3,731.5,737.6,738.3,712.3
North Dakota,67.4,68.2,68.2,64.3,40.3,41.1,39.8,19.4,82.7,83.3,83.5,78.6
,,,,,,,,,,,,
Ohio,939.6,948.4,940.5,840.6,569.8,577.9,544.2,280.7,788.1,782.3,781.8,739.8
Oklahoma,238.2,240.9,240.2,229.0,173.2,176.3,167.9,117.6,351.8,356.9,356.9,346.7
Oregon,300.0,303.9,302.4,270.6,213.0,216.8,208.4,94.7,297.8,301.9,300.7,287.6
Pennsylvania,1292.1,1309.2,1293.4,1146.7,577.3,584.0,553.2,230.2,704.2,709.0,706.9,688.4
Rhode Island,108.6,110.9,108.3,91.1,59.8,61.2,56.5,21.5,65.5,66.0,65.3,64.3
,,,,,,,,,,,,
South Carolina,257.1,259.7,258.3,229.4,268.9,281.7,267.7,142.4,370.4,376.6,377.6,361.3
South Dakota,72.5,74.6,74.3,70.1,47.1,48.5,46.4,27.8,79.8,80.2,80.2,74.1
Tennessee,439.5,449.3,446.7,411.5,346.5,356.6,352.2,194.1,437.4,438.8,439.3,425.7
Texas,1731.4,1776.4,1768.2,1605.4,1384.5,1428.9,1370.7,840.5,1962.6,1992.2,1993.6,1954.8
Utah,208.7,214.1,214.6,201.4,152.2,162.3,157.4,86.5,255.0,257.2,257.1,250.4
,,,,,,,,,,,,
Vermont,66.4,65.4,64.6,55.7,37.7,36.6,34.6,14.8,56.6,57.3,57.0,54.6
Virginia,552.0,561.6,555.2,497.8,409.8,423.4,402.2,240.8,728.3,733.9,734.5,703.0
Washington,500.8,506.3,505.6,438.9,347.8,356.0,337.3,159.6,584.7,592.3,592.2,563.7
West Virginia,129.1,129.5,129.0,117.2,75.5,74.6,73.7,36.3,151.8,151.7,152.3,142.6
Wisconsin,462.2,471.0,467.5,412.0,285.2,286.0,278.0,121.0,406.2,406.7,406.0,352.5
Wyoming,28.4,29.0,29.1,27.3,36.9,37.2,36.1,23.6,68.7,68.4,68.5,66.8
,,,,,,,,,,,,
Puerto Rico,118.7,121.3,119.9,114.9,79.1,81.9,82.3,47.7,202.1,202.3,207.9,204.2
Virgin Islands,2.2,2.2,2.2,2.1,5.1,5.5,5.4,3.9,10.4,10.6,10.9,10.9
,,,,,,,,,,,,
Footnotes:,,,,,,,,,,,,
(p) Preliminary,,,,,,,,,,,,
NOTE: Data are counts of jobs by place of work. Estimates are currently estimated from 2019 benchmark levels. Estimates subsequent to the current benchmarks are preliminary and will be revised when new information becomes available.,,,,,,,,,,,,
